Kmeans ID,Depth,Used Time Since Start(us)
0,0,126211
1,1,142510
2,2,144522
3,3,144957
4,4,145112
5,4,145220
6,3,145519
7,3,145804
8,3,146208
9,3,146434
10,3,146655
11,2,150801
12,3,151743
13,4,151901
14,4,152102
15,4,152234
16,4,152365
17,3,152562
18,3,153125
19,4,153237
20,3,153738
21,4,153852
22,4,153990
23,3,154582
24,4,154701
25,4,154815
26,4,154922
27,3,155274
28,3,156063
29,4,156188
30,4,156317
31,4,156428
32,4,156544
33,4,156671
34,3,156981
35,2,160433
36,3,160849
37,3,161832
38,4,162033
39,4,162160
40,4,162293
41,4,162418
42,4,162542
43,3,162817
44,3,163176
45,3,163332
46,3,163517
47,3,163977
48,3,164678
49,4,164819
50,4,164986
51,2,166677
52,3,167115
53,3,167353
54,3,167592
55,3,167790
56,3,168251
57,2,168722
58,3,168857
59,3,168993
60,2,172364
61,3,172979
62,4,173093
63,4,173233
64,3,173417
65,3,173633
66,3,174475
67,4,174664
68,4,174785
69,4,174965
70,3,175646
71,4,175831
72,4,175938
73,3,176250
74,3,176673
75,3,176864
76,2,177094
77,2,177925
78,3,178066
79,3,178288
80,3,178396
81,3,178556
82,1,199344
83,2,203985
84,3,204485
85,3,205940
86,4,206280
87,4,206499
88,4,206771
89,4,206902
90,4,207042
91,4,207304
92,3,207875
93,4,207999
94,4,208184
95,3,208640
96,4,208759
97,3,209103
98,3,209572
99,3,210156
100,4,210316
101,3,210656
102,4,210797
103,2,213255
104,3,213429
105,3,213556
106,3,214133
107,4,214266
108,4,214392
109,3,214923
110,4,215148
111,4,215273
112,3,215433
113,3,215959
114,4,216091
115,4,216245
116,3,216557
117,2,219490
118,3,219849
119,3,220600
120,4,220729
121,4,220889
122,4,221004
123,4,221160
124,3,221394
125,3,221562
126,3,222496
127,4,222703
128,4,222855
129,4,223015
130,4,223204
131,3,223543
132,3,223736
133,2,224910
134,3,225093
135,3,225207
136,3,225321
137,3,225598
138,3,225783
139,3,225916
140,3,226031
141,2,230495
142,3,231003
143,4,231111
144,3,232110
145,4,232283
146,4,232445
147,4,232568
148,4,232681
149,4,232789
150,4,232939
151,4,233113
152,3,234057
153,4,234197
154,4,234356
155,4,234526
156,4,234662
157,4,234790
158,3,234973
159,3,235382
160,3,236095
161,4,236265
162,4,236389
163,4,236516
164,3,237012
165,4,237186
166,4,237346
167,3,237619
