Kmeans ID,Depth,Construction(us)
0,0,126284
1,1,20415
2,2,2609
3,3,436
4,3,489
5,3,412
6,3,434
7,4,117
8,4,113
9,3,264
10,3,229
11,3,221
12,3,217
13,2,2782
14,3,277
15,3,767
16,4,194
17,4,131
18,4,169
19,3,235
20,3,542
21,4,128
22,4,112
23,3,118
24,3,334
25,3,226
26,3,297
27,2,1819
28,3,299
29,3,245
30,3,270
31,3,225
32,3,324
33,3,178
34,3,155
35,3,152
36,2,1494
37,3,326
38,3,199
39,3,310
40,4,128
41,4,128
42,3,138
43,3,303
44,4,144
45,2,2400
46,3,552
47,4,198
48,3,207
49,3,117
50,3,280
51,3,147
52,3,243
53,3,811
54,4,144
55,4,133
56,4,112
57,4,153
58,3,116
59,2,2745
60,3,164
61,3,426
62,4,122
63,3,524
64,4,115
65,4,115
66,3,540
67,3,278
68,3,279
69,3,125
70,3,446
71,2,4260
72,3,228
73,3,606
74,4,137
75,4,114
76,3,302
77,3,1523
78,4,170
79,4,552
80,5,132
81,5,141
82,4,175
83,4,260
84,3,283
85,3,112
86,3,531
87,4,138
88,4,107
89,3,716
90,4,124
91,4,111
92,2,2203
93,3,403
94,3,208
95,3,173
96,3,349
97,3,262
98,3,484
99,4,111
100,3,301
101,1,21728
102,2,4452
103,3,488
104,4,126
105,4,107
106,3,1421
107,4,240
108,4,343
109,4,229
110,4,166
111,4,249
112,3,618
113,4,127
114,3,250
115,3,1060
116,4,253
117,4,228
118,4,125
119,4,155
120,4,147
121,3,324
122,3,153
123,3,175
124,2,2630
125,3,811
126,4,134
127,4,121
128,4,212
129,3,123
130,3,614
131,4,230
132,3,276
133,3,139
134,3,253
135,3,408
136,4,118
137,2,668
138,2,1706
139,3,517
140,4,153
141,4,185
142,3,165
143,3,160
144,3,141
145,3,214
146,3,328
147,3,134
148,2,1893
149,3,434
150,3,155
151,3,178
152,3,206
153,3,356
154,3,437
155,2,4138
156,3,700
157,4,202
158,4,189
159,3,432
160,3,573
161,4,108
162,4,171
163,3,568
164,4,145
165,4,118
166,4,111
167,3,850
168,4,123
169,4,153
170,4,137
171,4,217
172,3,419
173,3,271
174,3,380
175,4,125
176,2,2183
