Kmeans ID,Depth,Used Time Since Start(us)
0,0,126284
1,1,146699
2,2,149308
3,3,149744
4,3,150233
5,3,150645
6,3,151079
7,4,151196
8,4,151309
9,3,151573
10,3,151802
11,3,152023
12,3,152240
13,2,155022
14,3,155299
15,3,156066
16,4,156260
17,4,156391
18,4,156560
19,3,156795
20,3,157337
21,4,157465
22,4,157577
23,3,157695
24,3,158029
25,3,158255
26,3,158552
27,2,160371
28,3,160670
29,3,160915
30,3,161185
31,3,161410
32,3,161734
33,3,161912
34,3,162067
35,3,162219
36,2,163713
37,3,164039
38,3,164238
39,3,164548
40,4,164676
41,4,164804
42,3,164942
43,3,165245
44,4,165389
45,2,167789
46,3,168341
47,4,168539
48,3,168746
49,3,168863
50,3,169143
51,3,169290
52,3,169533
53,3,170344
54,4,170488
55,4,170621
56,4,170733
57,4,170886
58,3,171002
59,2,173747
60,3,173911
61,3,174337
62,4,174459
63,3,174983
64,4,175098
65,4,175213
66,3,175753
67,3,176031
68,3,176310
69,3,176435
70,3,176881
71,2,181141
72,3,181369
73,3,181975
74,4,182112
75,4,182226
76,3,182528
77,3,184051
78,4,184221
79,4,184773
80,5,184905
81,5,185046
82,4,185221
83,4,185481
84,3,185764
85,3,185876
86,3,186407
87,4,186545
88,4,186652
89,3,187368
90,4,187492
91,4,187603
92,2,189806
93,3,190209
94,3,190417
95,3,190590
96,3,190939
97,3,191201
98,3,191685
99,4,191796
100,3,192097
101,1,213825
102,2,218277
103,3,218765
104,4,218891
105,4,218998
106,3,220419
107,4,220659
108,4,221002
109,4,221231
110,4,221397
111,4,221646
112,3,222264
113,4,222391
114,3,222641
115,3,223701
116,4,223954
117,4,224182
118,4,224307
119,4,224462
120,4,224609
121,3,224933
122,3,225086
123,3,225261
124,2,227891
125,3,228702
126,4,228836
127,4,228957
128,4,229169
129,3,229292
130,3,229906
131,4,230136
132,3,230412
133,3,230551
134,3,230804
135,3,231212
136,4,231330
137,2,231998
138,2,233704
139,3,234221
140,4,234374
141,4,234559
142,3,234724
143,3,234884
144,3,235025
145,3,235239
146,3,235567
147,3,235701
148,2,237594
149,3,238028
150,3,238183
151,3,238361
152,3,238567
153,3,238923
154,3,239360
155,2,243498
156,3,244198
157,4,244400
158,4,244589
159,3,245021
160,3,245594
161,4,245702
162,4,245873
163,3,246441
164,4,246586
165,4,246704
166,4,246815
167,3,247665
168,4,247788
169,4,247941
170,4,248078
171,4,248295
172,3,248714
173,3,248985
174,3,249365
175,4,249490
176,2,251673
177,3,252021
