Kmeans ID,Depth,Used Time Since Start(us)
0,0,126329
1,1,157965
2,2,159827
3,3,160081
4,3,160276
5,3,160682
6,4,160796
7,3,161056
8,3,161580
9,4,161705
10,4,161817
11,2,170959
12,3,172762
13,4,173145
14,4,173425
15,4,173713
16,4,173890
17,4,174292
18,5,174407
19,4,174659
20,3,176545
21,4,176934
22,4,177227
23,4,177418
24,4,177931
25,5,178043
26,4,178159
27,4,178465
28,3,180419
29,4,180819
30,5,180938
31,5,181047
32,4,181416
33,4,181609
34,4,181827
35,4,182056
36,4,182430
37,4,182552
38,3,183820
39,4,184056
40,4,184351
41,4,184528
42,4,184692
43,4,184892
44,4,185013
45,3,185249
46,3,185912
47,4,186073
48,4,186231
49,4,186367
50,4,186489
51,3,187312
52,4,187479
53,4,187621
54,4,187756
55,3,188361
56,4,188498
57,2,190506
58,3,191214
59,4,191357
60,4,191466
61,4,191632
62,3,192179
63,4,192288
64,4,192396
65,4,192510
66,3,192729
67,3,193049
68,4,193191
69,2,199127
70,3,199568
71,4,199699
72,3,200521
73,4,200654
74,4,200802
75,4,200920
76,4,201131
77,3,201747
78,4,201855
79,4,202039
80,4,202147
81,3,202529
82,3,203160
83,4,203293
84,4,203410
85,4,203545
86,4,203670
87,3,204439
88,4,204641
89,4,204749
90,4,204924
91,4,205039
92,4,205150
93,3,206040
94,4,206163
95,4,206328
96,4,206613
97,4,206735
98,3,208159
99,4,208431
100,5,208539
101,4,208719
102,4,209130
103,4,209334
104,4,209468
105,2,211584
106,3,211932
107,3,212132
108,3,212444
109,3,212715
110,3,212964
111,3,213221
112,3,213721
113,4,213838
114,2,219499
115,3,221008
116,4,221165
117,4,221468
118,4,221817
119,4,222017
120,4,222178
121,4,222465
122,3,222725
123,3,223779
124,4,224056
125,4,224266
126,4,224557
127,4,224668
128,3,224985
129,3,225181
130,3,225951
131,4,226059
132,4,226269
133,4,226391
134,3,227588
135,4,227943
136,4,228103
137,4,228214
138,4,228510
139,3,228946
140,2,231170
141,3,231804
142,4,232014
143,4,232125
144,3,232467
145,3,232643
146,3,232808
147,3,233136
148,3,233340
149,3,233520
150,3,233796
151,2,236159
152,3,236448
153,3,236728
154,3,236996
155,3,237308
156,3,237575
157,3,238073
158,4,238182
159,3,238294
160,3,238689
161,1,254165
162,2,255441
163,3,255602
164,3,255783
165,3,256018
166,3,256217
167,3,256513
168,2,260231
169,3,261048
170,4,261256
171,4,261423
172,4,261567
173,3,261979
174,4,262088
175,3,262920
176,4,263042
177,4,263250
178,4,263364
179,4,263477
180,4,263603
181,3,264130
182,4,264238
183,3,264441
184,3,265054
185,4,265171
186,3,265281
187,3,265566
188,2,266650
189,3,266824
190,3,266986
191,3,267141
192,3,267259
193,3,267414
194,3,267565
195,2,271390
196,3,272099
197,4,272208
198,4,272320
199,4,272434
200,3,272864
201,4,272985
202,3,274008
203,4,274171
204,4,274389
205,4,274516
206,4,274690
207,4,274811
208,3,274997
209,3,275123
210,3,275766
211,4,275900
212,4,276027
213,4,276149
214,3,276449
215,3,276945
216,4,277105
217,4,277220
218,2,278903
219,3,279148
220,3,279494
221,3,279712
222,3,279892
223,3,280153
224,3,280414
225,3,280558
226,2,282409
227,3,282757
228,3,283209
229,3,283345
230,3,283613
231,3,283819
232,3,284030
233,3,284206
234,2,284620
235,3,284787
