Kmeans ID,Depth,Used Time Since Start(us)
0,0,817532
1,1,1052176
2,2,1094625
3,3,1104476
4,4,1105818
5,5,1105942
6,6,1106067
7,5,1106258
8,5,1106465
9,5,1106844
10,5,1107192
11,4,1109154
12,5,1109800
13,6,1110444
14,7,1111098
15,8,1111345
16,5,1111644
17,5,1111832
18,5,1112200
19,5,1112350
20,5,1112486
21,5,1112692
22,4,1113552
23,5,1113694
24,6,1113838
25,5,1114037
26,5,1114194
27,4,1114843
28,5,1115008
29,5,1115127
30,5,1115242
31,4,1116826
32,5,1117106
33,5,1117369
34,5,1117536
35,5,1117911
36,5,1118041
37,5,1118258
38,5,1118408
39,4,1119164
40,5,1119273
41,5,1119462
42,4,1120583
43,5,1120765
44,5,1120895
45,5,1121108
46,5,1121288
47,5,1121418
48,5,1121559
49,4,1123064
50,5,1123266
51,5,1123537
52,5,1123656
53,5,1123839
54,5,1124104
55,5,1124370
56,5,1124493
57,5,1124615
58,3,1135805
59,4,1139675
60,5,1140682
61,6,1140958
62,6,1141113
63,6,1141290
64,6,1141487
65,6,1141655
66,5,1142291
67,6,1142468
68,6,1142597
69,6,1142728
70,5,1142899
71,5,1143349
72,5,1143574
73,5,1144007
74,5,1144322
75,5,1145021
76,6,1145145
77,6,1145306
78,6,1145418
79,6,1145594
80,4,1146946
81,5,1147240
82,5,1147358
83,5,1147575
84,5,1147779
85,5,1148002
86,5,1148189
87,4,1151182
88,5,1151631
89,5,1151828
90,5,1152136
91,5,1152469
92,5,1152685
93,5,1152823
94,5,1153514
95,6,1153625
96,6,1153797
97,6,1153906
98,5,1154638
99,6,1154815
100,6,1154932
101,4,1155326
102,4,1156015
103,5,1156142
104,5,1156258
105,5,1156398
106,5,1156526
107,4,1157227
108,5,1157386
109,5,1157508
110,5,1157620
111,4,1157763
112,4,1158680
113,5,1158798
114,5,1158994
115,5,1159201
116,5,1159328
117,5,1159562
118,3,1163637
119,4,1164113
120,5,1164276
121,5,1164476
122,5,1164591
123,4,1165586
124,5,1165798
125,5,1165972
126,5,1166174
127,5,1166296
128,5,1166446
129,4,1167025
130,5,1167145
131,4,1167430
132,5,1167540
133,4,1167894
134,4,1168275
135,4,1168539
136,4,1169295
137,5,1169437
138,5,1169575
139,5,1169684
140,5,1169807
141,3,1177143
142,4,1177701
143,4,1180153
144,5,1180301
145,5,1180989
146,6,1181679
147,7,1181838
148,7,1181993
149,5,1182379
150,6,1182511
151,5,1182896
152,5,1183145
153,5,1183650
154,6,1183759
155,4,1184290
156,4,1184761
157,5,1184932
158,4,1185707
159,5,1185853
160,5,1186014
161,5,1186193
162,5,1186359
163,4,1186635
164,4,1187061
165,5,1187199
166,4,1189025
167,5,1189374
168,6,1189495
169,5,1189778
170,5,1189995
171,5,1190396
172,5,1190797
173,6,1190917
174,5,1191088
175,3,1195932
176,4,1196659
177,5,1196780
178,5,1196934
179,5,1197050
180,5,1197159
181,4,1198540
182,5,1198722
183,5,1199047
184,5,1199229
185,5,1199374
186,5,1199598
187,5,1199729
188,5,1199898
189,4,1200238
190,5,1200356
191,4,1200786
192,4,1201742
193,5,1202056
194,5,1202263
195,5,1202395
196,5,1202618
197,4,1202892
198,4,1203154
199,4,1203622
200,5,1203738
201,3,1205434
202,4,1205765
203,4,1206066
204,4,1206303
205,4,1206426
206,4,1206625
207,4,1206896
208,4,1207046
209,4,1207171
210,3,1210089
211,4,1210727
212,5,1211389
213,6,1211533
214,4,1211817
215,5,1211952
216,4,1212461
217,4,1212956
218,5,1213110
219,4,1213381
220,4,1213896
221,5,1214007
222,4,1214186
223,3,1215102
224,4,1215246
225,4,1215529
226,4,1215993
227,5,1216101
228,2,1265237
229,3,1273011
230,4,1274254
231,5,1274530
232,5,1274662
233,5,1274941
234,5,1275069
235,5,1275214
236,5,1275375
237,4,1276407
238,5,1276590
239,5,1276738
240,5,1276905
241,5,1277059
242,5,1277219
243,5,1277350
244,4,1278441
245,5,1278582
246,5,1278741
247,5,1278856
248,5,1279004
249,5,1279138
250,5,1279318
251,5,1279514
252,4,1280964
253,5,1281294
254,5,1281484
255,5,1281715
256,5,1281963
257,5,1282102
258,5,1282259
259,4,1282933
260,5,1283134
261,5,1283253
262,5,1283375
263,4,1284039
264,5,1284235
265,5,1284346
266,5,1284486
267,4,1284865
268,5,1284987
269,4,1286166
270,5,1286416
271,5,1286572
272,5,1286820
273,5,1287011
274,5,1287240
275,3,1290244
276,4,1290676
277,5,1291125
278,4,1291652
279,5,1291767
280,4,1292031
281,4,1292277
282,4,1292590
283,4,1292998
284,5,1293106
285,4,1293453
286,4,1293911
287,5,1294038
288,3,1301615
289,4,1303390
290,5,1303702
291,5,1303809
292,5,1304261
293,5,1304445
294,5,1304560
295,5,1304902
296,5,1305040
297,5,1305216
298,4,1306457
299,5,1306758
300,5,1306892
301,5,1307080
302,5,1307297
303,5,1307544
304,4,1310267
305,5,1311022
306,6,1311129
307,6,1311319
308,6,1311426
309,6,1311594
310,5,1312108
311,6,1312239
312,5,1312369
313,5,1312535
314,5,1312810
315,5,1313419
316,6,1313573
317,6,1313757
318,5,1314004
319,4,1315797
320,5,1316222
321,6,1316336
322,5,1316711
323,5,1316892
324,5,1317125
325,5,1317261
326,5,1317607
327,3,1328528
328,4,1329561
329,5,1329711
330,5,1330027
331,6,1330374
332,5,1330543
333,5,1330869
334,4,1332490
335,5,1332966
336,6,1333076
337,6,1333230
338,5,1333377
339,5,1333780
340,6,1333895
341,5,1334085
342,5,1334257
343,5,1334481
344,4,1335878
345,5,1336118
346,5,1336258
347,5,1336722
348,6,1336851
349,5,1336996
350,5,1337317
351,4,1337824
352,5,1338057
353,5,1338240
354,4,1339954
355,5,1340237
356,5,1340598
357,5,1340882
358,6,1340989
359,5,1341236
360,5,1341394
361,5,1341511
362,5,1341702
363,4,1342983
364,5,1343180
365,5,1343329
366,5,1343502
367,5,1343637
368,5,1343785
369,5,1344119
370,4,1345114
371,5,1345391
372,5,1345594
373,5,1345726
374,5,1345919
375,5,1346043
376,4,1348325
377,5,1348757
378,6,1349204
379,5,1349582
380,5,1349752
381,5,1350134
382,5,1350397
383,5,1350591
384,5,1350836
385,5,1351098
386,3,1364215
387,4,1366233
388,5,1366832
389,6,1367007
390,6,1367194
391,6,1367306
392,5,1367736
393,5,1368170
394,5,1368282
395,5,1368408
396,5,1368632
397,4,1369675
398,5,1369899
399,5,1370169
400,5,1370316
401,5,1370487
402,5,1370612
403,4,1373324
404,5,1373852
405,5,1374188
406,5,1374558
407,6,1374666
408,5,1374802
409,5,1375170
410,5,1375393
411,5,1375815
412,5,1376190
413,4,1376809
414,5,1377135
415,5,1377458
416,4,1379387
417,5,1379755
418,6,1379870
419,5,1380148
420,5,1380361
421,5,1380923
422,6,1381089
423,6,1381207
424,5,1381492
425,5,1381634
426,5,1381764
427,4,1383497
428,5,1385276
429,6,1385609
430,6,1385878
431,6,1386195
432,6,1386468
433,6,1386739
434,6,1386950
435,4,1388063
436,5,1388279
437,5,1388458
438,5,1388608
439,5,1388735
440,5,1388888
441,5,1388995
442,5,1389151
443,4,1391024
444,5,1391635
445,6,1391752
446,6,1391881
447,5,1392155
448,6,1392309
449,5,1392536
450,5,1392709
451,5,1392968
452,5,1393113
453,3,1400512
454,4,1402399
455,5,1404355
456,6,1404560
457,6,1405274
458,7,1405392
459,7,1405537
460,7,1405685
461,7,1405838
462,6,1406602
463,7,1406831
464,7,1407037
465,6,1407221
466,4,1407795
467,5,1407969
468,5,1408091
469,4,1408523
470,4,1409900
471,5,1410179
472,5,1410477
473,5,1410619
474,5,1410750
475,5,1411035
476,5,1411193
477,4,1411638
478,5,1411751
479,4,1412482
480,5,1412657
481,5,1412801
482,4,1413688
483,5,1413859
484,6,1414032
485,5,1414167
486,5,1414387
487,5,1414512
488,4,1415292
489,5,1415490
490,5,1415652
491,5,1415841
492,2,1462678
493,3,1509647
494,4,1557720
495,5,1566510
496,6,1575403
497,7,1577029
498,8,1578674
499,9,1579052
500,10,1579174
501,9,1579516
502,10,1579848
503,11,1580190
504,12,1580529
505,9,1580748
506,9,1580979
507,9,1581103
508,9,1581302
509,9,1581410
510,7,1583053
511,8,1583297
512,8,1583674
513,8,1583885
514,8,1584124
515,8,1584377
516,8,1584502
517,8,1584624
518,7,1586004
519,8,1586214
520,8,1586444
521,8,1586616
522,8,1586815
523,8,1587033
524,8,1587163
525,8,1587309
526,7,1588704
527,8,1588955
528,8,1589193
529,8,1589421
530,8,1589599
531,8,1589824
532,8,1589971
533,7,1590661
534,8,1590816
535,8,1590929
536,7,1591538
537,8,1591658
538,7,1592465
539,8,1592664
540,8,1592788
541,8,1592902
542,8,1593085
543,7,1593908
544,8,1594134
545,8,1594258
546,5,1607788
547,6,1608458
548,7,1608573
549,7,1608731
550,7,1608949
551,6,1611364
552,7,1611621
553,7,1612029
554,8,1612143
555,7,1612382
556,7,1612512
557,7,1612850
558,7,1613265
559,7,1613849
560,8,1614012
561,6,1615504
562,7,1615855
563,7,1616429
564,8,1616554
565,7,1616758
566,7,1616912
567,7,1617027
568,6,1618783
569,7,1619250
570,8,1619368
571,7,1619495
572,7,1619620
573,7,1619897
574,7,1620131
575,7,1620238
576,7,1620438
577,7,1620723
578,6,1621614
579,7,1621798
580,7,1621946
581,7,1622081
582,6,1623107
583,7,1623333
584,7,1623461
585,7,1623572
586,7,1623710
587,7,1623865
588,6,1627179
589,7,1627432
590,7,1628021
591,8,1628184
592,8,1628298
593,7,1628995
594,8,1629106
595,8,1629258
596,8,1629382
597,7,1629901
598,8,1630006
599,7,1630332
600,7,1630444
601,7,1630775
602,7,1631310
603,8,1631435
604,8,1631570
605,6,1633393
606,7,1633955
607,8,1634069
608,7,1634274
609,7,1634391
610,7,1634543
611,7,1634749
612,7,1635251
613,5,1635769
614,6,1635936
615,6,1636061
616,5,1643981
617,6,1645206
618,7,1645405
619,7,1645540
620,7,1645797
621,7,1645963
622,7,1646124
623,7,1646314
624,6,1646556
625,7,1646664
626,6,1647553
627,7,1647724
628,7,1647857
629,7,1647985
630,7,1648161
631,7,1648318
632,6,1648904
633,7,1649076
