Kmeans ID,Depth,Construction(us)
0,0,20340
1,1,2811
2,2,671
3,3,132
4,3,153
5,3,200
6,2,386
7,2,194
8,2,131
9,2,272
10,2,414
11,3,125
12,2,502
13,3,113
14,2,262
15,1,2983
16,2,764
17,3,113
18,3,157
19,3,144
20,3,135
21,2,651
22,3,112
23,3,111
24,3,195
25,2,542
26,3,130
27,3,148
28,2,187
29,2,458
30,2,142
31,2,215
32,1,4939
33,2,493
34,2,810
35,3,188
36,3,112
37,3,288
38,3,147
39,2,604
40,3,206
41,3,108
42,2,622
43,3,134
44,3,187
45,3,116
46,2,582
47,3,142
48,3,154
49,2,635
50,3,112
51,2,796
52,3,138
53,3,156
54,3,132
55,3,154
56,2,403
57,3,144
58,1,3617
59,2,313
60,3,114
61,2,686
62,3,185
63,2,325
64,2,1007
65,3,308
66,3,124
67,3,245
68,2,477
69,2,338
70,2,217
71,2,231
72,1,1089
73,2,249
74,2,170
75,2,165
76,2,154
77,2,195
78,1,1724
79,2,585
80,3,136
81,3,183
82,2,269
83,2,525
84,2,210
85,1,763
86,2,150
87,2,203
88,2,141
89,1,1185
90,2,294
91,2,154
92,2,128
93,2,216
94,2,111
95,2,144
