Kmeans ID,Depth,Construction(us)
0,0,808839
1,1,98105
2,2,25746
3,3,4354
4,4,1116
5,5,168
6,5,251
7,5,184
8,5,193
9,4,772
10,5,152
11,5,119
12,5,165
13,4,362
14,4,121
15,4,967
16,5,192
17,5,123
18,5,219
19,5,127
20,5,164
21,4,114
22,4,527
23,5,120
24,5,112
25,4,367
26,3,3966
27,4,760
28,5,150
29,5,206
30,5,158
31,4,415
32,5,117
33,4,579
34,4,687
35,5,124
36,5,119
37,4,251
38,4,113
39,4,337
40,4,805
41,5,159
42,5,148
43,5,146
44,5,119
45,3,5061
46,4,934
47,5,109
48,5,206
49,5,166
50,5,185
51,5,114
52,4,859
53,5,240
54,5,114
55,5,133
56,4,892
57,5,196
58,5,129
59,5,116
60,5,108
61,5,134
62,4,457
63,4,563
64,5,108
65,4,504
66,4,417
67,4,446
68,5,117
69,3,2001
70,4,328
71,4,471
72,4,261
73,4,196
74,4,463
75,4,131
76,3,1349
77,4,381
78,5,122
79,4,148
80,4,237
81,4,144
82,4,179
83,4,112
84,3,1985
85,4,131
86,4,527
87,5,152
88,4,114
89,4,249
90,4,113
91,4,162
92,4,397
93,4,295
94,5,116
95,3,4161
96,4,149
97,4,358
98,5,113
99,4,477
100,5,166
101,4,389
102,4,590
103,5,132
104,5,186
105,4,549
106,5,134
107,5,108
108,4,428
109,5,114
110,4,1158
111,5,294
112,5,211
113,5,197
114,5,109
115,5,274
116,3,3023
117,4,855
118,5,214
119,5,115
120,5,188
121,4,396
122,4,170
123,4,615
124,5,134
125,5,193
126,4,322
127,4,349
128,4,218
129,2,5591
130,3,180
131,3,1035
132,4,270
133,4,106
134,4,146
135,4,187
136,4,187
137,3,1494
138,4,198
139,4,161
140,4,246
141,4,265
142,4,233
143,4,323
144,3,1348
145,4,350
146,4,186
147,4,127
148,4,201
149,4,206
150,4,186
151,3,195
152,3,427
153,4,138
154,3,632
155,4,133
156,4,153
157,4,125
158,3,357
159,2,14473
160,3,1957
161,4,433
162,5,143
163,4,306
164,4,107
165,4,248
166,4,317
167,4,233
168,4,219
169,3,1865
170,4,447
171,5,138
172,4,341
173,4,232
174,4,273
175,4,195
176,4,331
177,3,1599
178,4,398
179,4,401
180,4,201
181,4,273
182,4,169
183,3,1545
184,4,267
185,4,344
186,4,198
187,4,289
188,4,113
189,4,226
190,3,1858
191,4,447
192,4,202
193,4,189
194,4,206
195,4,324
196,4,187
197,4,242
198,4,135
199,3,2452
200,4,816
201,5,187
202,5,129
203,5,148
204,4,327
205,4,215
206,4,376
207,4,134
208,4,367
209,4,169
210,3,1339
211,4,265
212,4,178
213,4,195
214,4,179
215,4,139
216,4,218
217,3,1844
218,4,397
219,5,107
220,4,300
221,4,363
222,4,223
223,4,176
224,4,228
225,2,12057
226,3,1922
227,4,712
228,5,163
229,5,174
230,5,130
