Kmeans ID,Depth,Construction(us)
0,0,126107
1,1,18796
2,2,2871
3,3,633
4,4,244
5,4,200
6,3,602
7,4,156
8,4,108
9,3,313
10,3,433
11,3,257
12,3,299
13,3,145
14,3,249
15,2,3456
16,3,847
17,4,212
18,4,168
19,4,106
20,4,108
21,4,134
22,3,363
23,3,674
24,4,147
25,4,106
26,3,374
27,3,208
28,3,396
29,4,118
30,3,263
31,3,389
32,4,108
33,2,786
34,3,135
35,3,131
36,3,167
37,3,183
38,2,4066
39,3,789
40,4,117
41,4,166
42,4,129
43,4,122
44,3,685
45,4,139
46,4,121
47,4,134
48,3,327
49,3,1023
50,4,150
51,4,177
52,4,129
53,4,223
54,4,195
55,3,351
56,3,255
57,3,196
58,3,551
59,4,174
60,2,5088
61,3,881
62,4,283
63,4,194
64,4,109
65,3,762
66,4,174
67,4,119
68,4,127
69,3,465
70,3,876
71,4,184
72,4,125
73,4,160
74,3,543
75,3,501
76,4,142
77,3,753
78,4,176
79,4,129
80,3,381
81,2,326
82,2,354
83,2,1675
84,3,395
85,4,115
86,3,166
87,3,232
88,3,156
89,3,338
90,3,221
91,3,139
92,1,22338
93,2,5574
94,3,675
95,4,116
96,4,135
97,3,1374
98,4,282
99,4,291
100,4,125
101,4,300
102,4,147
103,4,168
104,3,1233
105,4,159
106,4,311
107,4,122
108,4,231
109,4,220
110,3,312
111,3,360
112,3,1234
113,4,315
114,4,269
115,4,113
116,4,153
117,4,227
118,3,391
119,4,119
120,4,118
121,2,3529
122,3,413
123,3,627
124,4,220
125,4,116
126,3,410
127,4,148
128,3,647
129,4,198
130,3,495
131,4,120
132,3,293
133,3,261
134,3,441
135,2,2976
136,3,311
137,3,422
138,3,429
139,3,305
140,3,373
141,3,368
142,3,301
143,3,504
144,4,124
145,4,128
146,2,3771
147,3,723
148,4,194
149,3,666
150,4,128
151,4,115
152,4,117
153,3,272
154,3,973
155,4,170
156,4,123
157,4,137
158,4,164
159,4,118
160,3,619
161,4,116
162,4,107
163,3,252
164,3,257
165,3,112
166,2,1004
167,3,237
168,3,147
169,3,275
170,3,140
171,2,161
172,2,3866
173,3,279
174,3,326
175,3,195
176,3,510
177,4,111
178,3,508
179,4,130
180,3,652
181,4,165
182,4,198
183,3,1229
184,4,351
185,4,224
186,4,281
187,5,114
188,4,140
189,3,213
190,2,1446
191,3,170
192,3,215
193,3,177
194,3,230
195,3,305
196,3,183
197,1,15892
198,2,4326
199,3,958
200,4,157
201,4,140
202,4,148
203,4,130
204,4,119
205,3,947
206,4,211
207,4,240
208,4,176
209,4,112
210,3,516
211,3,848
212,4,175
213,4,108
214,4,119
215,3,195
216,3,301
217,3,384
218,3,282
219,2,3063
220,3,966
221,4,164
222,4,236
223,4,153
224,4,109
225,4,132
226,3,537
227,3,296
228,3,317
229,4,142
230,3,162
231,3,518
232,4,122
233,4,122
234,3,156
235,3,168
236,2,1419
237,3,121
238,3,470
239,3,164
240,3,245
241,3,209
242,3,171
243,2,785
244,3,195
245,3,148
246,3,114
247,2,1219
248,3,140
249,3,117
250,3,114
251,3,128
252,3,470
253,4,133
254,3,146
255,2,1252
256,3,221
257,3,410
258,4,118
259,3,179
260,3,231
261,2,1526
262,3,237
263,3,410
264,3,326
265,3,108
266,3,241
267,3,116
268,2,2109
269,3,254
270,3,163
271,3,153
272,3,572
273,4,150
274,4,174
275,3,128
276,3,597
277,4,144
278,3,181
279,3,129
280,1,17482
281,2,3962
282,3,659
283,4,109
284,3,850
285,4,157
286,4,148
287,4,116
288,4,120
289,4,179
290,3,132
291,3,358
292,3,657
293,4,108
294,4,151
295,4,124
296,3,480
297,4,119
298,3,577
299,4,153
300,4,116
301,3,244
302,2,2864
303,3,835
304,4,183
305,4,107
306,4,147
307,4,190
308,3,325
309,3,405
310,3,276
311,3,163
312,3,238
313,3,504
314,4,117
315,3,191
316,2,2911
317,3,607
318,4,186
319,4,140
320,3,192
321,3,384
322,3,197
323,3,354
324,3,297
325,3,597
326,4,170
327,4,143
328,3,363
329,4,107
330,2,2284
331,3,251
332,3,331
333,3,455
334,4,121
335,3,213
336,3,349
337,3,298
338,3,220
339,3,234
340,2,2267
341,3,310
342,3,143
343,3,401
344,4,108
345,3,196
346,3,334
347,3,329
348,3,372
349,3,225
350,2,1100
351,3,251
352,3,275
353,3,120
354,3,181
355,3,170
356,2,1117
357,3,373
358,3,333
359,4,107
360,3,131
361,3,148
362,2,643
363,3,135
364,3,114
365,3,108
366,1,17961
367,2,2779
368,3,542
369,4,110
370,4,114
371,3,234
372,3,435
373,4,107
374,3,315
375,4,113
376,3,407
377,3,314
378,3,451
379,3,122
380,2,4536
381,3,593
382,4,107
383,4,127
384,3,674
385,4,107
386,4,124
387,4,120
388,3,338
389,3,261
390,3,821
391,4,219
392,4,121
393,4,127
394,4,113
395,4,118
396,3,599
397,4,129
398,3,648
399,4,273
400,4,111
401,3,642
402,4,111
403,4,129
404,4,115
405,2,2023
406,3,258
407,3,525
408,4,118
409,4,150
410,3,185
411,3,211
412,3,246
413,3,292
414,3,284
415,2,2871
416,3,435
417,4,144
418,3,594
419,3,304
420,3,508
421,4,124
422,4,109
423,3,505
424,4,111
425,3,279
426,3,117
427,3,181
428,2,1021
429,3,427
430,4,138
431,3,130
432,3,128
433,3,142
434,3,115
435,2,1506
436,3,490
437,4,133
438,3,205
439,3,108
440,3,336
441,3,219
442,2,2030
443,3,637
444,4,123
445,4,111
446,4,112
447,4,139
448,3,311
449,4,112
450,3,193
451,3,121
452,3,203
453,3,323
454,3,211
455,2,848
456,3,225
457,3,239
458,1,14686
459,2,2069
460,3,283
461,3,348
462,3,159
463,3,253
464,3,324
465,3,257
466,3,370
467,4,113
468,3,139
469,2,452
470,2,2763
471,3,562
472,3,414
473,3,199
474,3,240
475,3,667
476,4,124
477,4,174
478,4,127
479,3,382
480,3,235
481,3,139
482,2,2516
483,3,525
484,4,122
485,4,118
486,3,734
487,4,147
488,4,115
489,4,135
490,3,287
491,3,205
492,3,150
493,3,355
494,3,133
495,3,168
496,2,954
497,3,142
498,3,161
499,3,276
500,2,2869
501,3,931
502,4,225
503,4,267
504,4,130
505,4,118
506,3,545
507,4,130
508,3,355
509,4,108
510,3,217
511,3,540
512,4,148
513,3,237
514,2,2245
515,3,239
516,3,587
517,4,111
518,4,108
519,4,128
520,3,337
521,3,174
522,3,226
523,3,417
524,3,235
525,2,724
526,3,130
527,3,129
528,1,10029
529,2,1023
530,3,245
531,3,137
532,3,210
533,3,233
534,2,458
535,3,151
536,3,126
537,2,2194
538,3,616
539,4,107
540,4,137
541,3,137
542,3,403
543,3,192
544,3,240
545,3,293
546,3,306
547,2,1119
548,3,194
549,3,210
550,3,208
551,3,224
552,3,109
553,2,853
554,3,167
555,3,144
556,3,138
557,3,208
558,2,1329
559,3,344
560,3,218
561,3,222
562,3,274
563,2,693
564,3,224
565,3,127
566,3,146
567,2,2259
568,3,359
569,3,320
570,3,124
571,3,185
572,3,497
573,3,114
574,3,205
575,3,519
576,4,110
577,4,145
578,1,9463
579,2,4098
580,3,678
581,4,111
582,4,193
583,4,129
584,3,307
585,3,1709
586,4,563
587,5,141
588,5,143
589,4,133
590,4,199
591,4,109
592,4,270
593,4,158
594,4,204
595,3,251
596,3,426
597,4,114
598,3,202
599,3,348
600,3,266
601,2,444
602,2,2515
603,3,411
604,3,117
605,3,464
606,4,112
607,3,320
608,3,475
609,4,113
610,3,191
611,3,419
612,3,180
613,2,1001
614,3,200
615,3,111
616,3,216
617,3,122
618,3,158
619,2,981
620,3,347
621,4,107
622,3,218
623,2,114
624,2,330
