Kmeans ID,Depth,Used Time Since Start(us)
0,0,20362
1,1,24609
2,2,25065
3,2,25595
4,3,25711
5,3,25827
6,2,26713
7,3,26894
8,3,27209
9,3,27403
10,2,27868
11,3,27977
12,3,28102
13,2,28315
14,2,28531
15,2,29152
16,3,29310
17,3,29424
18,2,30242
19,3,30386
20,3,30580
21,3,30729
22,1,34808
23,2,35478
24,3,35597
25,3,35743
26,3,35853
27,2,36454
28,3,36589
29,2,37122
30,2,38286
31,3,38665
32,3,38788
33,3,39117
34,4,39255
35,3,39377
36,2,39610
37,2,39834
38,2,40278
39,2,40539
40,1,42196
41,2,42529
42,2,42665
43,2,42865
44,2,43140
45,2,43256
46,2,43573
47,3,43692
48,2,43912
49,1,45335
50,2,45470
51,2,45715
52,2,45961
53,2,46168
54,2,46342
55,2,46584
56,1,48879
57,2,49284
58,3,49397
59,2,49742
60,2,49969
61,2,50346
62,2,50520
63,2,50877
64,2,51028
65,2,51336
66,1,52667
67,2,53000
68,2,53120
69,2,53260
70,2,53431
71,2,53630
72,2,53859
73,1,55522
74,2,55901
75,3,56031
76,2,56334
77,2,56487
78,2,56710
79,2,56904
80,2,57219
81,1,59699
82,2,60041
83,2,60492
84,3,60641
85,3,60757
86,2,60889
87,2,61128
88,2,61426
89,2,61628
90,2,62136
91,3,62327
92,2,62682
