Kmeans ID,Depth,Used Time Since Start(us)
0,0,20311
1,1,23550
2,2,24506
3,3,24637
4,3,24878
5,3,25018
6,3,25152
7,3,25259
8,2,25778
9,3,25931
10,2,26196
11,2,26399
12,2,26966
13,3,27154
14,3,27270
15,3,27387
16,2,27532
17,2,27959
18,2,28151
19,1,30784
20,2,31173
21,3,31289
22,2,31687
23,2,31860
24,2,32173
25,2,32662
26,3,32814
27,3,32933
28,2,33196
29,2,33388
30,2,33768
31,1,38362
32,2,39026
33,3,39142
34,3,39361
35,2,39978
36,3,40106
37,3,40229
38,2,41135
39,3,41334
40,3,41560
41,3,41770
42,2,42283
43,3,42429
44,3,42571
45,2,43104
46,3,43242
47,2,43645
48,3,43766
49,2,44365
50,3,44474
51,3,44678
52,2,45021
53,1,46059
54,2,46211
55,2,46544
56,2,46656
57,1,49603
58,2,50057
59,3,50165
60,3,50310
61,2,50876
62,2,51513
63,3,51626
64,3,51789
65,2,52114
66,2,52368
67,2,52858
68,3,52966
69,2,53108
70,1,55653
71,2,55859
72,2,56159
73,2,56412
74,2,56587
75,2,57137
76,3,57296
77,2,57622
78,2,57935
79,2,58348
80,3,58454
81,3,58567
82,1,59207
83,2,59327
84,1,60922
85,2,61055
86,2,61393
87,3,61513
88,2,61722
89,2,61869
90,2,62003
91,2,62367
92,2,62498
93,2,62682
