Kmeans ID,Depth,Used Time Since Start(us)
0,0,810262
1,1,1021179
2,2,1053629
3,3,1055542
4,4,1055766
5,4,1056054
6,4,1056293
7,4,1056785
8,4,1057005
9,4,1057240
10,4,1057405
11,3,1066116
12,4,1067052
13,5,1067236
14,5,1067384
15,5,1067509
16,5,1067693
17,5,1067824
18,4,1068753
19,5,1068917
20,5,1069175
21,5,1069290
22,5,1069440
23,4,1072007
24,5,1072313
25,5,1072996
26,6,1073236
27,5,1073559
28,5,1073706
29,5,1073908
30,5,1074631
31,6,1074832
32,6,1074967
33,6,1075089
34,5,1075241
35,4,1076034
36,5,1076153
37,5,1076294
38,5,1076549
39,4,1077248
40,5,1077407
41,5,1077546
42,5,1077659
43,4,1078594
44,5,1078808
45,5,1078981
46,5,1079158
47,5,1079270
48,4,1080865
49,5,1081138
50,5,1081556
51,5,1082003
52,6,1082117
53,6,1082238
54,5,1082418
55,4,1082590
56,3,1083962
57,4,1084204
58,4,1084428
59,4,1084596
60,4,1084857
61,4,1085008
62,4,1085135
63,3,1092513
64,4,1094718
65,5,1095492
66,6,1095792
67,6,1095986
68,6,1096120
69,5,1096261
70,5,1096696
71,6,1096847
72,6,1096976
73,5,1097126
74,5,1097634
75,6,1097744
76,6,1097881
77,5,1098091
78,4,1098330
79,4,1099167
80,5,1099291
81,5,1099452
82,5,1099608
83,5,1099727
84,5,1099858
85,5,1099970
86,4,1100877
87,5,1101091
88,5,1101236
89,5,1101372
90,5,1101481
91,5,1101619
92,5,1101733
93,4,1102682
94,5,1102865
95,5,1103072
96,5,1103297
97,5,1103437
98,4,1104187
99,5,1104333
100,5,1104511
101,5,1104662
102,4,1105146
103,4,1106135
104,5,1106419
105,5,1106602
106,5,1106793
107,5,1106936
108,3,1109110
109,4,1109521
110,5,1109640
111,4,1109818
112,4,1110214
113,4,1110488
114,4,1110610
115,4,1110805
116,4,1111310
117,5,1111455
118,3,1113882
119,4,1114090
120,4,1114404
121,4,1114913
122,5,1115028
123,5,1115155
124,4,1115638
125,5,1115748
