Kmeans ID,Depth,Construction(us)
0,0,326553
1,1,41778
2,2,2093
3,3,476
4,4,121
5,3,178
6,3,390
7,3,333
8,3,269
9,3,132
10,3,164
11,3,217
12,2,8100
13,3,942
14,4,178
15,4,164
16,4,186
17,4,135
18,3,1686
19,4,366
20,4,145
21,4,259
22,4,291
23,5,108
24,4,137
25,4,155
26,4,325
27,5,107
28,3,710
29,4,143
30,4,193
31,4,129
32,3,1084
33,4,210
34,4,237
35,4,170
36,4,121
37,4,154
38,4,143
39,3,1236
40,4,239
41,4,292
42,4,136
43,4,243
44,4,114
45,3,846
46,4,120
47,4,193
48,4,135
49,4,208
50,3,612
51,4,208
52,4,117
53,3,1022
54,4,144
55,4,139
56,4,167
57,4,140
58,4,121
59,4,161
60,4,123
61,2,4226
62,3,439
63,3,159
64,3,1130
65,4,238
66,4,208
67,4,121
68,4,118
69,4,136
70,4,226
71,3,299
72,3,1094
73,4,284
74,4,209
75,4,318
76,4,150
77,3,360
78,3,621
79,4,228
80,4,115
81,3,167
82,2,5281
83,3,1018
84,4,187
85,4,270
86,4,157
87,4,134
88,3,462
89,4,117
90,3,197
91,3,449
92,4,116
93,3,1024
94,4,237
95,4,187
96,4,117
97,4,189
98,3,1060
99,4,280
100,4,112
101,4,214
102,4,113
103,3,603
104,4,128
105,4,111
106,3,536
107,4,186
108,2,2569
109,3,153
110,3,231
111,3,459
112,4,146
113,3,370
114,4,119
115,4,121
116,3,308
117,3,583
118,4,122
119,4,162
120,3,404
121,2,4155
122,3,816
123,4,131
124,4,119
125,4,129
126,4,213
127,3,159
128,3,931
129,4,128
130,4,216
131,4,218
132,3,943
133,4,222
134,4,109
135,4,133
136,4,154
137,4,202
138,3,261
139,3,244
140,3,563
141,4,109
142,4,133
143,3,311
144,2,6673
145,3,1439
146,4,146
147,4,313
148,4,122
149,4,140
150,4,280
151,4,151
152,4,263
153,3,515
154,4,114
155,4,111
156,3,362
157,4,115
158,3,998
159,4,226
160,4,128
161,4,172
162,4,230
163,3,1026
164,4,196
165,4,128
166,4,136
167,4,171
168,4,157
169,3,708
170,4,118
171,4,207
