Kmeans ID,Depth,Used Time Since Start(us)
0,0,20016
1,1,22949
2,2,23451
3,3,23560
4,2,24126
5,3,24238
6,2,24514
7,2,24786
8,2,24906
9,2,25659
10,3,25968
11,3,26087
12,3,26215
13,2,26329
14,2,26712
15,1,29602
16,2,30229
17,3,30448
18,3,30607
19,2,31640
20,3,31859
21,3,32002
22,3,32287
23,3,32415
24,2,32779
25,3,32888
26,2,33013
27,2,33389
28,2,33572
29,2,33693
30,1,36709
31,2,37044
32,2,37447
33,2,37733
34,2,38011
35,2,38194
36,2,38668
37,3,38896
38,2,39060
39,2,39939
40,3,40126
41,3,40392
42,3,40618
43,1,42920
44,2,43311
45,2,43595
46,2,43797
47,2,44140
48,2,44313
49,2,44821
50,3,44980
51,2,45122
52,2,45418
53,1,47161
54,2,47416
55,2,47653
56,2,47834
57,2,48090
58,2,48350
59,2,48522
60,2,48677
61,2,48918
62,1,50691
63,2,50922
64,2,51136
65,2,51449
66,2,51670
67,2,51812
68,2,52146
69,2,52388
70,1,54311
71,2,54431
72,2,54542
73,2,54845
74,2,55072
75,2,55538
76,3,55659
77,2,55812
78,2,55958
79,2,56354
80,1,59004
81,2,59295
82,2,59614
83,2,60020
84,2,60567
85,3,60695
86,3,60879
87,2,61354
88,3,61509
89,2,61802
90,2,61963
91,2,62128
