Kmeans ID,Depth,Used Time Since Start(us)
0,0,20420
1,1,29025
2,2,31409
3,3,31909
4,4,32048
5,4,32157
6,3,32450
7,3,32938
8,4,33047
9,4,33194
10,3,33411
11,3,33745
12,3,33891
13,3,34123
14,3,34377
15,2,35771
16,3,36085
17,3,36277
18,3,36466
19,3,36719
20,3,36851
21,3,37075
22,2,37772
23,3,37887
24,3,38051
25,3,38270
26,2,38638
27,2,39720
28,3,39875
29,3,40055
30,3,40393
31,3,40733
32,2,41370
33,3,41476
34,3,41702
35,2,42832
36,3,43059
37,3,43399
38,4,43507
39,3,43710
40,3,43864
41,2,44666
42,3,44798
43,3,44926
44,3,45045
45,3,45184
46,1,46106
47,2,46359
48,2,46532
49,2,46695
50,2,46847
51,2,46955
52,2,47081
53,1,47652
54,2,47797
55,1,50581
56,2,51352
57,3,51526
58,3,51697
59,3,51828
60,2,52054
61,2,52488
62,2,52671
63,2,52805
64,2,53352
65,3,53507
66,2,53940
67,3,54078
68,3,54191
69,1,55607
70,2,55840
71,2,56088
72,2,56354
73,2,56550
74,2,56729
75,2,56975
76,1,57788
77,2,57962
78,2,58075
79,2,58189
80,2,58334
81,1,60106
82,2,60422
83,2,60654
84,2,60818
85,2,61220
86,2,61508
87,2,61738
88,1,64047
89,2,64421
90,3,64536
91,2,64839
92,2,65131
93,2,65436
94,3,65556
95,2,65815
96,2,66073
97,2,66288
98,2,66605
