Kmeans ID,Depth,Used Time Since Start(us)
0,0,125766
1,1,145140
2,2,147556
3,3,148119
4,4,148259
5,3,148504
6,3,148627
7,3,148765
8,3,149035
9,3,149182
10,3,150088
11,4,150204
12,4,150469
13,4,150595
14,4,150760
15,2,152749
16,3,153273
17,3,153458
18,3,153809
19,4,153916
20,3,154597
21,4,154728
22,4,154888
23,3,154995
24,2,156833
25,3,157193
26,3,157322
27,3,157906
28,4,158031
29,3,158294
30,3,158536
31,2,160543
32,3,160984
33,3,161142
34,3,161570
35,4,161677
36,3,161909
37,3,162421
38,4,162547
39,3,162716
40,2,164586
41,3,165163
42,4,165296
43,4,165425
44,3,165936
45,4,166067
46,4,166191
47,3,166435
48,3,166585
49,3,166800
50,2,170219
51,3,170461
52,3,171570
53,4,171814
54,4,172065
55,4,172232
56,4,172407
57,4,172549
58,3,172804
59,3,172913
60,3,173316
61,4,173426
62,3,173794
63,3,174167
64,4,174315
65,3,174914
66,4,175083
67,4,175188
68,2,179696
69,3,180853
70,4,181202
71,4,181406
72,4,181573
73,4,181787
74,3,182804
75,4,182975
76,4,183126
77,4,183420
78,4,183536
79,4,183691
80,3,183938
81,3,184295
82,3,184668
83,3,184816
84,3,185557
85,4,185681
86,4,185935
87,3,186435
88,4,186556
89,2,187639
90,3,187872
91,3,188147
92,3,188259
93,3,188395
94,3,188531
95,1,209141
96,2,211545
97,3,212004
98,4,212142
99,3,212742
100,4,213027
101,5,213135
102,3,213349
103,3,213563
104,3,213797
105,3,214142
106,3,214280
107,3,214571
108,2,221223
109,3,222622
110,4,222858
111,4,223220
112,4,223496
113,4,223612
114,4,223822
115,4,223955
116,3,224932
117,4,225087
118,4,225201
119,4,225365
120,4,225552
121,4,225794
122,3,226282
123,3,226555
124,3,227903
125,4,228166
126,4,228531
127,4,228661
128,4,228781
129,4,228900
130,4,229108
131,4,229309
132,3,230103
133,4,230290
134,4,230432
135,4,230611
136,3,231315
137,4,231422
138,4,231577
139,4,231759
140,3,232492
141,4,232661
142,4,232780
143,4,232907
144,2,234630
145,3,234861
146,3,235197
147,3,235461
148,3,235799
149,3,236066
150,3,236204
151,3,236321
152,2,238814
153,3,239200
154,3,239758
155,4,239868
156,4,239981
157,3,240256
158,3,240378
159,3,240686
160,3,240798
161,3,241517
162,4,241735
163,4,241916
164,2,244845
165,3,245382
166,3,245711
167,3,245899
168,3,246449
169,3,246849
170,3,247170
171,3,247532
172,3,247838
173,2,249227
174,3,249338
175,3,249589
176,3,249866
177,3,250259
178,3,250455
179,2,252052
180,3,252353
181,3,252491
182,3,252816
183,3,252982
