Kmeans ID,Depth,Construction(us)
0,0,20294
1,1,3104
2,2,474
3,3,123
4,2,895
5,3,238
6,3,157
7,3,285
8,2,269
9,2,287
10,2,458
11,2,137
12,2,171
13,2,383
14,3,111
15,1,2159
16,2,408
17,2,410
18,2,352
19,2,267
20,2,146
21,2,281
22,2,334
23,1,3378
24,2,378
25,2,445
26,3,141
27,2,126
28,2,395
29,2,211
30,2,269
31,2,1499
32,3,464
33,4,115
34,4,130
35,4,107
36,3,226
37,3,186
38,3,377
39,4,106
40,1,1611
41,2,219
42,2,293
43,2,211
44,2,235
45,2,440
46,3,129
47,1,1251
48,2,432
49,3,113
50,3,128
51,2,116
52,2,142
53,2,180
54,2,161
55,1,3986
56,2,626
57,3,208
58,3,145
59,2,752
60,3,111
61,3,128
62,3,122
63,3,118
64,2,540
65,3,144
66,2,447
67,2,382
68,2,522
69,3,151
70,3,160
71,2,232
72,2,489
73,3,109
74,1,2484
75,2,1283
76,3,174
77,3,280
78,3,201
79,3,198
80,3,230
81,2,173
82,2,236
83,2,214
84,2,348
85,2,127
86,1,1169
87,2,256
88,2,459
89,3,135
90,2,123
91,2,183
