Kmeans ID,Depth,Construction(us)
0,0,20247
1,1,1698
2,2,227
3,2,142
4,2,300
5,2,120
6,2,245
7,2,173
8,2,367
9,1,1313
10,2,267
11,2,163
12,2,263
13,2,249
14,2,141
15,2,194
16,1,1165
17,2,160
18,2,235
19,2,134
20,2,143
21,2,166
22,2,168
23,1,2733
24,2,656
25,3,118
26,3,150
27,3,126
28,3,120
29,2,157
30,2,391
31,3,120
32,2,412
33,2,337
34,2,390
35,2,313
36,1,2269
37,2,626
38,3,192
39,3,176
40,2,239
41,2,159
42,2,240
43,2,671
44,3,167
45,3,205
46,3,119
47,2,200
48,1,2955
49,2,693
50,3,207
51,3,119
52,3,128
53,3,125
54,2,466
55,3,163
56,2,367
57,2,373
58,3,109
59,2,330
60,2,487
61,3,130
62,2,181
63,1,2301
64,2,112
65,2,518
66,3,133
67,3,121
68,2,275
69,2,210
70,2,213
71,2,198
72,2,404
73,3,126
74,3,137
75,2,372
76,1,4819
77,2,589
78,3,122
79,3,240
80,2,253
81,2,610
82,3,113
83,2,520
84,2,1439
85,3,234
86,3,223
87,3,391
88,3,254
89,3,202
90,2,201
91,2,1244
92,3,108
93,3,341
94,3,119
95,3,134
96,3,279
97,3,129
