Kmeans ID,Depth,Construction(us)
0,0,126095
1,1,23629
2,2,5347
3,3,1037
4,4,209
5,4,198
6,4,200
7,4,155
8,4,133
9,3,644
10,4,214
11,4,111
12,4,108
13,3,718
14,4,148
15,4,152
16,3,369
17,4,118
18,3,581
19,4,118
20,4,110
21,3,665
22,4,134
23,4,150
24,3,450
25,4,109
26,3,989
27,4,243
28,4,147
29,4,145
30,4,127
31,4,144
32,2,2350
33,3,198
34,3,472
35,3,355
36,3,404
37,4,178
38,3,240
39,3,259
40,3,243
41,3,233
42,2,1632
43,3,267
44,3,214
45,3,157
46,3,256
47,3,261
48,3,107
49,3,198
50,3,187
51,2,1499
52,3,123
53,3,346
54,3,155
55,3,174
56,3,253
57,3,386
58,2,1786
59,3,416
60,3,375
61,3,228
62,3,256
63,3,353
64,2,1995
65,3,409
66,4,143
67,3,182
68,3,224
69,3,263
70,3,365
71,4,108
72,3,364
73,4,112
74,3,125
75,2,6286
76,3,1645
77,4,331
78,4,274
79,4,148
80,4,153
81,4,162
82,4,226
83,4,175
84,4,196
85,3,1669
86,4,271
87,4,248
88,4,148
89,4,130
90,4,138
91,4,138
92,4,539
93,5,122
94,3,664
95,4,157
96,4,112
97,4,190
98,3,310
99,3,155
100,3,461
101,4,117
102,3,845
103,4,119
104,4,128
105,4,204
106,4,143
107,3,701
108,4,123
109,4,165
110,4,107
111,2,2536
112,3,755
113,4,216
114,4,277
115,5,118
116,3,229
117,3,161
118,3,329
119,3,286
120,3,122
121,3,587
122,4,217
123,1,17590
124,2,1566
125,3,371
126,3,450
127,4,107
128,3,217
129,3,139
130,3,168
131,2,4738
132,3,1218
133,4,114
134,4,169
135,4,223
136,4,440
137,5,117
138,5,110
139,3,834
140,4,260
141,4,137
142,4,197
143,3,1410
144,4,281
145,4,194
146,4,173
147,4,107
148,4,281
149,4,121
150,4,153
151,4,128
152,3,298
153,3,430
154,3,414
155,4,137
156,3,112
157,2,2239
158,3,233
159,3,340
160,3,269
161,3,310
162,3,207
163,3,118
164,3,625
165,4,130
166,4,222
167,3,206
168,2,3501
169,3,512
170,4,112
171,3,475
172,4,135
173,4,114
174,3,653
175,4,136
176,4,149
177,4,174
178,3,358
179,3,274
180,3,416
181,3,572
182,4,164
183,4,120
184,3,261
185,2,1134
186,3,360
187,3,287
188,3,146
189,3,141
190,2,688
191,3,111
192,3,129
193,3,167
194,2,1408
195,3,469
196,4,108
197,4,134
198,3,153
199,3,472
200,2,2239
201,3,640
202,4,147
203,4,108
204,4,123
205,3,496
206,4,129
207,3,180
208,3,314
209,3,284
210,3,368
211,1,10841
212,2,3021
213,3,552
214,4,190
215,3,113
216,3,176
217,3,428
218,3,1105
219,4,304
220,4,221
221,4,145
222,4,118
223,4,218
224,3,627
225,4,129
226,2,941
227,3,183
228,3,144
229,3,196
230,3,109
231,3,156
232,2,1454
233,3,371
234,4,111
235,3,341
236,4,115
237,3,136
238,3,122
239,3,256
240,2,470
241,2,2253
242,3,125
243,3,441
244,4,115
245,3,320
246,3,160
247,3,252
248,3,174
249,3,406
250,3,393
251,2,1663
252,3,152
253,3,139
254,3,407
255,3,282
256,3,440
257,4,135
258,3,118
259,2,639
260,3,135
261,3,119
262,3,107
263,2,338
