Kmeans ID,Depth,Used Time Since Start(us)
0,0,814380
1,1,984114
2,2,1013519
3,3,1022273
4,4,1024334
5,5,1024761
6,6,1024876
7,5,1025039
8,5,1025576
9,6,1025715
10,5,1026076
11,5,1026345
12,5,1026463
13,5,1026586
14,5,1026704
15,4,1027712
16,5,1027839
17,5,1028177
18,5,1028487
19,4,1029426
20,5,1029618
21,5,1029771
22,5,1030039
23,5,1030158
24,5,1030288
25,4,1030565
26,4,1030819
27,4,1031585
28,5,1031711
29,5,1031846
30,5,1031998
31,5,1032154
32,4,1032872
33,5,1033014
34,5,1033189
35,5,1033346
36,4,1036030
37,5,1036425
38,5,1037070
39,6,1037245
40,6,1037372
41,6,1037487
42,5,1037654
43,5,1038009
44,5,1038492
45,6,1038631
46,5,1039012
47,5,1039250
48,3,1040973
49,4,1041270
50,4,1041573
51,4,1041786
52,4,1042022
53,4,1042129
54,4,1042325
55,4,1042450
56,4,1042718
57,3,1045755
58,4,1045948
59,4,1046549
60,5,1046693
61,4,1047115
62,4,1047237
63,4,1047687
64,4,1047852
65,4,1048309
66,5,1048439
67,4,1049052
68,5,1049172
69,5,1049308
70,5,1049473
71,3,1053070
72,4,1053505
73,4,1053759
74,4,1054046
75,4,1054209
76,4,1054671
77,5,1054788
78,4,1055131
79,4,1055982
80,5,1056139
81,5,1056312
82,5,1056459
83,5,1056573
84,4,1057402
85,5,1057544
86,5,1057656
87,5,1057856
88,5,1058044
89,3,1063557
90,4,1064820
91,5,1065079
92,5,1065267
93,5,1065459
94,5,1065644
95,5,1065780
96,5,1065891
97,5,1065998
98,5,1066146
99,4,1067268
100,5,1067409
101,5,1067563
102,5,1067817
103,5,1067950
104,5,1068113
105,5,1068308
106,4,1069229
107,5,1069396
108,5,1069526
109,5,1069672
110,5,1069791
111,5,1070066
112,4,1070378
113,4,1070875
114,5,1071013
115,4,1071757
116,5,1071937
117,5,1072091
118,4,1072444
119,4,1072689
120,3,1075838
121,4,1076172
122,4,1076669
123,5,1076810
124,4,1077202
125,4,1077526
126,4,1077886
127,4,1078461
128,5,1078617
129,5,1078732
130,4,1079394
131,5,1079546
132,5,1079675
133,3,1081523
134,4,1081856
135,4,1082048
136,4,1082180
137,4,1082326
138,4,1082624
139,4,1083048
140,4,1083342
141,3,1085146
142,4,1085585
143,5,1085705
144,4,1085931
145,4,1086106
146,4,1086451
147,4,1086582
148,4,1086829
149,4,1087025
150,2,1100544
151,3,1104177
152,4,1104858
153,5,1105004
154,5,1105120
155,5,1105266
156,4,1105572
157,4,1105764
158,4,1106258
159,4,1106645
160,4,1107391
161,5,1107517
162,5,1107629
163,5,1107952
164,4,1108500
165,4,1108821
166,3,1110642
167,4,1111003
168,4,1111418
169,4,1111631
170,4,1111956
171,4,1112156
172,4,1112303
173,4,1112434
174,3,1114098
175,4,1114358
176,4,1114597
177,4,1114888
178,4,1115029
179,4,1115215
180,4,1115407
181,4,1115679
182,4,1115787
183,3,1118195
184,4,1118612
185,4,1118973
186,4,1119204
187,4,1119338
188,4,1119800
189,5,1119935
190,4,1120413
191,4,1120678
192,3,1121248
193,4,1121361
194,4,1121511
195,3,1122185
196,4,1122345
197,4,1122514
198,3,1123401
199,4,1123541
200,4,1123760
201,4,1123925
202,3,1125834
203,4,1126117
204,4,1126456
205,4,1126709
206,4,1126895
207,4,1127147
208,4,1127392
209,4,1127583
210,4,1127773
211,2,1147081
212,3,1151475
213,4,1152329
214,5,1152631
215,5,1152927
216,5,1153091
217,4,1153883
218,5,1154062
219,5,1154192
220,5,1154310
221,5,1154442
222,5,1154567
223,4,1155010
224,5,1155150
225,4,1155998
226,5,1156120
227,5,1156355
228,5,1156565
229,4,1156817
230,4,1157352
231,4,1157473
232,4,1158032
233,5,1158144
234,3,1162525
235,4,1162982
236,5,1163097
237,4,1163601
238,5,1163712
239,5,1163856
240,4,1164878
241,5,1165113
242,5,1165257
243,5,1165370
244,5,1165596
245,4,1166088
246,5,1166214
247,5,1166425
248,4,1166762
249,4,1167190
250,4,1167689
251,5,1167801
252,4,1168426
253,5,1168675
254,5,1168787
255,5,1168931
256,3,1172942
257,4,1173416
258,5,1173583
259,4,1174801
260,5,1175068
261,5,1175248
262,5,1175434
263,5,1175700
264,4,1176281
265,5,1176458
266,5,1176572
267,5,1176680
268,4,1176857
269,4,1177391
270,5,1177508
271,4,1178083
272,5,1178215
273,5,1178369
274,4,1178576
275,4,1178839
276,3,1181074
277,4,1181548
278,4,1181918
279,4,1182413
280,5,1182559
281,4,1182821
282,4,1183119
283,5,1183236
284,4,1183471
285,4,1183622
286,3,1185335
287,4,1185453
288,4,1185751
289,4,1185947
290,4,1186208
291,4,1186533
292,4,1186810
293,4,1186936
294,4,1187064
295,3,1188462
296,4,1188753
297,4,1189054
298,4,1189203
299,4,1189341
300,4,1189675
301,3,1190058
302,4,1190166
303,3,1191008
304,4,1191129
305,4,1191251
306,4,1191422
307,4,1191556
308,4,1191701
309,2,1223549
310,3,1226270
311,4,1226885
312,5,1227012
313,4,1227263
314,4,1227455
315,4,1227607
316,4,1227892
