Kmeans ID,Depth,Used Time Since Start(us)
0,0,326090
1,1,382494
2,2,391598
3,3,392121
4,4,392292
5,3,393632
6,4,393787
7,4,393984
8,4,394212
9,4,394329
10,4,394574
11,4,394761
12,4,394912
13,3,395973
14,4,396165
15,4,396338
16,4,396508
17,4,396616
18,4,396827
19,3,398355
20,4,398628
21,4,398808
22,4,399091
23,4,399360
24,4,399507
25,4,399688
26,4,399854
27,3,401254
28,4,401567
29,4,401865
30,4,401989
31,4,402131
32,4,402391
33,4,402515
34,3,403311
35,4,403484
36,4,403607
37,4,403741
38,4,403857
39,4,403991
40,3,405566
41,4,405830
42,4,406105
43,4,406256
44,4,406435
45,4,406755
46,4,406984
47,3,407932
48,4,408067
49,4,408358
50,4,408499
51,4,408710
52,2,417995
53,3,420473
54,4,421003
55,4,421432
56,5,421545
57,4,421784
58,4,422354
59,5,422500
60,5,422629
61,4,422883
62,4,423081
63,3,424148
64,4,424360
65,4,424481
66,4,424649
67,4,424767
68,4,424932
69,4,425178
70,3,425826
71,4,426007
72,4,426126
73,3,427333
74,4,427485
75,4,427718
76,4,427848
77,4,428074
78,4,428204
79,4,428394
80,3,430053
81,4,430352
82,4,430532
83,4,430742
84,4,430886
85,4,431010
86,4,431413
87,4,431656
88,3,432320
89,4,432493
90,4,432607
91,4,432738
92,3,433185
93,3,434498
94,4,434620
95,4,434790
96,4,434933
97,4,435079
98,4,435230
99,4,435440
100,4,435652
101,4,435863
102,2,446197
103,3,447937
104,4,448187
105,4,448412
106,4,448626
107,4,448934
108,4,449298
109,4,449592
110,4,449709
111,3,452060
112,4,452750
113,5,452876
114,4,453335
115,5,453447
116,4,453916
117,5,454061
118,4,454270
119,4,454418
120,4,454535
121,4,454792
122,3,455410
123,4,455527
124,4,455668
125,4,455790
126,3,458392
127,4,459110
128,5,459279
129,5,459411
130,5,459521
131,5,459668
132,4,459885
133,4,460479
134,5,460623
135,5,460734
136,5,460858
137,4,461098
138,4,461271
139,4,461494
140,4,461752
141,4,461977
142,3,462647
143,4,462782
144,4,462899
145,3,464120
146,4,464323
147,4,464521
148,4,464656
149,4,464842
150,4,465045
151,4,465192
152,3,465768
153,4,465902
154,4,466065
155,3,466633
156,4,466767
157,2,470872
158,3,471177
159,3,471858
160,4,471978
161,4,472097
162,3,472918
163,4,473101
164,4,473235
165,4,473351
166,4,473465
167,4,473581
168,3,474052
169,4,474185
170,3,474996
171,4,475194
172,4,475319
173,4,475478
174,4,475615
175,3,475733
176,3,475963
177,3,476723
178,4,476874
179,4,476981
180,4,477095
181,2,479868
182,3,480701
183,4,480872
184,4,481055
185,4,481165
186,4,481345
187,4,481479
188,3,481783
189,3,482282
190,4,482408
191,3,483019
192,4,483170
193,4,483285
194,3,483723
195,4,483851
196,4,484004
197,3,484116
198,2,489809
199,3,490852
200,4,491075
201,4,491183
202,4,491395
203,4,491654
204,4,491799
205,3,492732
206,4,492949
207,4,493181
208,4,493302
209,4,493519
210,3,494088
211,4,494227
212,4,494344
213,4,494459
214,3,494801
215,3,495904
216,4,496039
217,4,496299
218,4,496413
219,4,496542
220,4,496657
221,4,496765
222,4,496899
223,4,497044
224,3,497552
225,3,498512
226,4,498634
227,4,498810
228,4,498962
229,4,499073
230,4,499219
231,4,499356
232,4,499498
233,3,499818
234,2,512277
235,3,515715
236,4,516195
237,4,517250
238,5,517624
239,5,517793
240,5,518110
241,4,518640
242,5,518769
243,4,519392
244,5,519564
245,5,519695
246,5,519823
247,4,519989
248,4,520202
249,4,520450
250,4,520573
251,3,522109
252,4,522390
253,4,522681
254,4,522832
255,4,523067
256,4,523295
257,4,523480
258,3,525001
259,4,525207
260,4,525470
261,4,525724
262,4,525897
263,4,526143
264,4,526472
265,3,527304
266,4,527412
267,4,527555
268,4,527723
269,3,528683
270,4,528824
271,4,529066
272,4,529271
273,4,529464
274,3,530207
275,4,530332
276,4,530558
277,3,531232
278,4,531376
279,3,534224
280,4,534437
281,4,535004
282,5,535122
283,4,535635
284,5,535780
285,4,536022
286,4,536354
287,4,536666
288,4,536990
289,4,537367
290,5,537492
291,2,539900
292,3,540200
293,3,540862
294,4,541030
295,4,541142
296,3,541315
297,3,541467
298,3,541783
299,3,542086
300,3,542641
301,4,542769
302,1,585626
303,2,589596
304,3,590311
305,4,590521
306,4,590662
307,3,591342
308,4,591459
309,4,591593
310,3,591999
311,3,592322
312,3,592627
313,3,593256
314,4,593415
315,3,594272
316,4,594414
317,4,594568
318,4,594767
319,3,595010
320,2,602923
321,3,604113
322,4,604286
323,4,604546
324,4,604680
325,4,604882
326,4,605000
327,4,605233
328,3,607175
329,4,607494
330,4,607908
331,4,608228
332,4,608428
333,4,608573
334,4,608901
335,4,609082
336,3,609706
337,4,609821
338,4,609935
339,3,610945
340,4,611151
341,4,611457
342,4,611574
343,4,611682
344,4,611792
345,4,611899
346,3,612834
347,4,613022
348,4,613229
349,4,613342
350,4,613501
351,3,614357
352,4,614646
353,4,614916
354,4,615050
355,3,615564
356,4,615676
357,4,615803
358,3,616736
359,4,616860
360,4,617067
361,4,617213
362,4,617324
363,2,622232
364,3,623443
365,4,623687
366,4,623862
367,4,624065
368,4,624306
369,4,624456
370,3,625909
371,4,626186
372,4,626383
373,4,626645
374,4,626829
375,4,627060
376,4,627190
377,4,627370
378,3,628054
379,4,628189
380,4,628300
381,4,628444
382,3,629005
383,4,629151
384,4,629259
385,3,630246
386,4,630467
387,4,630632
388,4,630777
389,4,630947
390,4,631075
391,2,633114
392,3,633772
393,4,633891
394,3,634015
395,3,634126
396,3,634244
397,3,634513
398,4,634631
399,3,634881
400,3,635140
401,3,635454
402,2,640786
403,3,641235
404,4,641370
405,3,642026
406,4,642137
407,4,642310
408,4,642476
409,3,643225
410,4,643434
411,4,643638
412,4,643762
413,3,644152
414,3,644693
415,3,645746
416,4,645913
417,4,646035
418,4,646150
419,4,646394
420,4,646538
421,4,646716
422,3,647756
423,4,648004
424,4,648134
425,4,648315
426,4,648521
427,3,648975
428,2,652465
429,3,652942
430,4,653114
431,3,653656
432,4,653764
433,3,654504
434,4,654632
435,4,654774
436,4,654981
437,3,655523
438,4,655634
439,3,655965
440,3,656585
441,4,656758
442,4,656911
443,3,657108
444,2,662797
445,3,663738
446,4,663898
447,4,664067
448,4,664246
449,4,664361
450,3,665798
451,4,666099
452,4,666360
453,4,666618
454,4,666816
455,4,666934
456,4,667102
457,4,667250
458,3,667708
459,3,667980
460,3,668821
461,4,669066
462,4,669249
463,4,669383
464,3,669951
465,4,670121
466,4,670230
467,3,670517
468,3,671459
469,4,671592
470,4,671794
471,4,672018
472,4,672138
473,2,680767
474,3,682453
475,4,682714
476,4,683158
477,4,683388
478,4,683520
479,4,683681
