Kmeans ID,Depth,Construction(us)
0,0,813251
1,1,176868
2,2,44387
3,3,3184
4,4,448
5,4,767
6,5,137
7,5,220
8,5,108
9,5,119
10,4,302
11,4,255
12,4,629
13,5,218
14,5,123
15,4,507
16,5,137
17,5,129
18,4,232
19,3,8321
20,4,1691
21,5,312
22,5,128
23,5,350
24,5,213
25,5,222
26,5,130
27,5,321
28,4,1276
29,5,265
30,5,150
31,5,348
32,5,190
33,4,1129
34,5,497
35,6,113
36,5,212
37,5,269
38,4,965
39,5,119
40,5,177
41,5,146
42,5,139
43,5,187
44,4,325
45,4,570
46,5,150
47,5,119
48,4,2224
49,5,285
50,5,334
51,5,325
52,5,227
53,5,203
54,5,268
55,5,187
56,5,439
57,3,8974
58,4,795
59,5,130
60,5,124
61,5,128
62,5,134
63,4,1326
64,5,256
65,5,218
66,5,385
67,5,230
68,5,173
69,4,749
70,5,120
71,5,142
72,5,112
73,4,790
74,5,236
75,5,136
76,5,154
77,4,1693
78,5,332
79,5,118
80,5,268
81,5,162
82,5,323
83,5,256
84,5,186
85,4,864
86,5,112
87,5,303
88,5,144
89,5,183
90,4,1407
91,5,290
92,5,253
93,5,129
94,5,249
95,5,186
96,5,231
97,4,1294
98,5,218
99,5,114
100,5,147
101,5,216
102,5,373
103,3,3027
104,4,671
105,5,172
106,5,122
107,4,273
108,4,182
109,4,690
110,5,121
111,5,123
112,5,162
113,4,132
114,4,535
115,5,181
116,5,155
117,4,254
118,4,288
119,3,9885
120,4,1260
121,5,216
122,5,152
123,5,342
124,6,132
125,5,267
126,5,143
127,5,109
128,4,1784
129,5,386
130,5,297
131,5,234
132,5,221
133,5,137
134,5,286
135,5,208
136,4,1029
137,5,116
138,5,279
139,5,248
140,5,139
141,4,2159
142,5,538
143,5,305
144,5,116
145,5,290
146,5,279
147,5,128
148,5,235
149,5,319
150,4,441
151,5,134
152,5,139
153,4,616
154,5,115
155,5,118
156,4,1313
157,5,195
158,5,126
159,5,245
160,5,132
161,5,170
162,5,157
163,5,219
164,4,1195
165,5,216
166,5,175
167,5,193
168,5,140
169,5,138
170,5,159
171,5,125
172,3,2149
173,4,369
174,4,329
175,5,108
176,4,412
177,4,156
178,4,191
179,4,478
180,5,131
181,4,154
182,3,4693
183,4,766
184,5,114
185,5,114
186,5,208
187,5,135
188,4,781
189,5,108
190,5,146
191,5,146
192,5,229
193,4,379
194,4,610
195,5,197
196,5,130
197,4,1085
198,5,212
199,5,198
200,5,169
201,5,155
202,5,191
203,4,292
204,4,393
205,4,371
206,5,111
207,3,4550
208,4,395
209,4,388
210,4,308
211,4,1348
212,5,171
213,5,318
214,5,217
215,5,268
216,5,135
217,4,474
218,4,279
219,4,1317
220,5,350
221,5,138
222,5,274
223,5,136
224,5,144
225,2,9883
226,3,1572
227,4,155
228,4,348
229,5,139
230,4,124
231,4,180
232,4,151
233,4,192
234,4,347
235,4,131
236,3,605
237,4,166
238,4,144
239,3,1172
240,4,187
241,4,192
242,4,115
243,4,272
244,4,185
245,4,121
246,3,1568
247,4,422
248,4,289
249,4,139
250,4,138
251,4,122
252,4,137
253,4,264
254,3,1060
255,4,178
256,4,136
257,4,108
258,4,159
259,4,145
260,4,172
261,3,3365
262,4,705
263,5,123
264,5,152
265,5,118
266,5,110
267,4,645
268,5,145
269,5,123
270,5,126
271,5,125
272,4,358
273,4,340
274,5,108
275,4,222
276,4,269
277,4,201
278,4,648
279,5,161
280,5,129
281,3,201
282,3,314
283,2,2129
284,3,321
285,3,501
286,4,117
287,3,564
288,4,130
289,3,128
290,3,256
291,3,270
292,2,39461
293,3,3262
294,4,499
295,5,112
296,4,465
297,4,410
298,4,183
299,4,324
300,4,355
301,4,498
302,5,125
303,4,538
304,5,141
305,5,207
306,3,7361
307,4,1928
308,5,138
309,5,418
310,6,125
311,5,240
312,5,231
313,5,309
314,5,374
315,5,139
316,5,130
317,4,967
318,5,117
319,5,147
320,5,168
321,5,163
322,5,174
323,4,1040
324,5,157
325,5,158
326,5,149
327,5,118
328,5,125
329,5,271
330,4,131
331,4,230
332,4,895
333,5,157
334,5,155
335,5,123
336,5,108
337,5,160
338,4,1526
339,5,308
340,5,279
341,5,269
342,5,161
343,5,360
344,4,576
345,5,144
346,5,107
347,3,7173
348,4,666
349,5,156
350,4,239
351,4,987
352,5,141
353,5,190
354,5,198
355,5,118
356,5,202
357,4,2153
358,5,310
359,5,580
360,6,164
361,6,173
362,5,322
363,5,273
364,5,219
365,5,179
366,5,129
367,5,232
368,4,1176
369,5,188
370,5,328
371,5,145
372,5,158
373,5,143
374,4,773
375,5,140
376,5,115
377,5,200
378,5,134
379,4,594
380,5,121
381,5,143
382,4,396
383,3,3730
384,4,866
385,5,110
386,5,144
387,5,171
388,5,117
389,5,177
390,4,768
391,5,131
392,5,233
393,4,479
394,4,304
395,4,638
396,5,141
397,5,129
398,4,373
399,4,238
400,3,4353
401,4,293
402,4,1127
403,5,237
404,5,212
405,5,322
406,5,139
407,4,318
408,4,294
409,4,586
410,5,174
411,5,115
412,4,670
413,5,152
414,5,110
415,5,112
416,4,428
417,5,114
418,5,111
419,4,615
420,5,111
421,5,173
422,3,3935
423,4,717
424,5,153
425,5,107
426,5,111
427,5,116
428,4,628
429,5,155
430,5,115
431,5,197
432,4,620
433,5,188
434,5,109
435,4,534
436,5,113
437,5,173
438,4,447
439,4,272
440,4,355
441,4,340
442,3,3951
443,4,380
444,4,1068
445,5,165
446,5,385
447,5,154
448,4,491
449,5,146
450,5,125
451,4,468
452,5,130
453,5,112
454,5,143
455,4,711
456,5,113
457,5,135
458,5,132
459,4,235
460,4,459
461,5,115
462,4,181
463,3,6058
464,4,1120
465,5,237
466,5,214
467,5,134
468,5,153
469,5,206
470,4,835
471,5,111
472,5,160
473,5,119
474,5,184
475,4,1004
476,5,184
477,5,159
478,5,290
479,5,157
480,4,210
481,4,1047
482,5,241
483,5,149
484,5,216
485,5,117
486,4,777
487,5,206
488,5,134
489,5,121
490,4,384
491,4,696
492,5,140
493,5,110
494,5,160
495,2,883
496,3,162
497,3,118
498,3,129
499,3,151
500,3,166
501,2,41036
502,3,7784
503,4,1295
504,5,294
505,5,181
506,5,138
507,5,171
508,5,220
509,5,169
510,5,113
511,4,1167
512,5,221
513,5,201
514,5,140
515,5,217
516,5,163
517,5,141
518,4,673
519,5,193
520,5,142
521,5,147
522,4,1163
523,5,167
524,5,244
525,5,163
526,5,134
527,5,165
528,5,168
529,4,1307
530,5,201
531,5,250
532,5,189
533,5,162
534,5,112
535,5,161
536,5,148
537,5,156
538,4,633
539,5,230
540,5,118
541,5,170
542,4,650
543,5,121
544,5,146
545,5,113
546,4,866
547,5,263
548,5,224
549,3,5079
550,4,1698
551,5,182
552,5,188
553,5,414
554,5,369
555,5,342
556,4,992
557,5,125
558,5,199
559,5,110
560,5,150
561,5,191
562,4,740
563,5,108
564,5,128
565,5,122
566,4,166
567,4,171
568,4,356
569,4,932
570,5,162
571,5,152
572,5,217
573,5,200
574,3,6475
575,4,744
576,5,115
577,4,455
578,5,149
579,4,1424
580,5,308
581,5,233
582,5,258
583,5,134
584,5,268
585,4,411
586,5,109
587,4,853
588,5,120
589,5,114
590,5,156
591,5,118
592,4,477
593,4,453
594,4,1588
595,5,257
596,5,181
597,5,162
598,5,373
599,5,221
600,5,151
601,5,170
602,5,144
603,3,6987
604,4,1739
605,5,329
606,5,237
607,5,194
608,5,346
609,5,168
610,5,357
611,4,1013
612,5,208
613,5,142
614,5,195
615,5,158
616,5,139
617,4,615
618,4,639
619,5,122
620,5,109
621,4,1113
622,5,129
623,5,214
624,5,202
625,5,327
626,5,124
627,4,236
628,4,446
629,4,955
630,5,190
631,5,145
632,5,201
633,3,4969
634,4,1024
635,5,217
636,5,124
637,5,191
638,5,108
639,5,172
640,5,120
641,4,251
642,4,842
643,5,174
644,5,192
645,5,137
646,5,131
647,4,1098
648,5,262
649,5,188
650,5,144
651,5,169
652,5,153
653,4,1010
654,5,164
655,5,149
656,5,121
657,5,143
658,5,144
659,5,133
660,4,261
661,4,458
662,5,169
663,3,2872
664,4,591
665,5,114
666,5,133
667,4,416
668,4,212
669,4,244
670,4,117
671,4,474
672,5,125
673,5,136
674,5,118
675,4,504
676,5,148
677,5,131
678,4,342
679,3,2199
680,4,245
681,4,204
682,4,289
683,4,417
684,5,111
685,4,152
686,4,755
687,5,140
688,5,139
689,5,112
690,5,151
691,5,108
692,3,5152
693,4,1053
694,5,135
695,5,185
696,5,155
697,5,172
698,5,188
699,5,121
700,4,672
701,5,113
702,5,132
703,4,460
704,5,182
705,4,294
706,4,800
707,5,181
708,5,108
709,5,193
710,5,137
711,4,632
712,5,198
713,4,282
714,4,926
715,5,204
716,5,150
717,5,132
718,5,171
719,2,20612
720,3,4915
721,4,654
722,5,115
723,5,156
724,5,113
725,4,842
726,5,315
727,5,174
728,4,450
729,5,107
730,4,465
731,5,131
732,5,159
733,4,724
734,5,209
735,5,165
736,4,783
737,5,135
738,5,119
739,5,142
740,5,157
741,4,653
742,5,146
743,5,217
744,4,353
745,3,2379
746,4,237
747,4,370
748,5,125
749,4,323
750,4,389
751,5,112
752,4,207
753,4,627
754,5,165
755,5,109
756,4,183
757,3,4016
758,4,688
759,5,173
760,5,114
761,5,136
762,4,222
763,4,236
764,4,437
765,4,238
766,4,144
767,4,986
768,5,169
769,5,317
770,5,237
771,4,1075
772,5,130
773,5,177
774,5,219
775,5,184
776,5,243
777,3,2580
778,4,217
779,4,426
780,4,464
781,5,138
782,4,115
783,4,360
784,4,542
785,5,128
786,5,126
787,4,321
788,4,136
789,3,2138
790,4,270
791,4,161
792,4,457
793,4,160
794,4,197
795,4,131
796,4,514
797,5,121
798,4,300
799,3,875
800,4,127
801,4,144
802,4,149
803,4,114
804,4,133
805,4,109
806,3,1991
807,4,485
808,5,132
809,4,161
810,4,317
811,4,128
812,4,220
813,4,168
814,4,274
815,4,288
816,3,1760
817,4,332
818,4,249
819,4,173
820,4,333
821,4,143
822,4,350
823,2,16810
824,3,1577
825,4,112
826,4,468
827,4,140
828,4,398
829,4,250
830,4,109
831,3,4506
832,4,409
833,4,432
834,5,111
835,4,925
836,5,211
837,5,125
838,5,125
839,5,121
840,5,113
841,5,201
842,4,584
843,5,134
844,5,160
845,5,139
846,4,497
847,5,139
848,5,121
849,4,296
850,5,179
851,4,713
852,5,181
853,5,127
854,4,601
855,5,132
856,5,108
857,5,168
858,3,2087
859,4,420
860,4,486
861,4,447
862,4,199
863,4,293
864,4,108
865,3,822
866,4,144
867,4,231
868,3,2290
869,4,284
870,4,571
871,5,148
872,5,127
873,4,297
874,4,210
875,4,297
876,4,206
877,4,290
878,4,146
879,3,3101
880,4,266
881,4,362
882,4,327
883,4,678
884,5,127
885,5,131
886,5,122
887,4,380
888,5,115
889,4,300
890,4,328
891,4,433
892,3,1738
893,4,171
894,4,331
895,4,115
896,4,314
897,4,230
898,4,179
899,4,332
900,3,794
901,4,142
902,4,114
903,4,108
904,4,192
905,1,204399
906,2,71098
907,3,9407
908,4,2608
909,5,612
910,6,141
911,6,121
912,5,228
913,5,397
914,5,622
915,6,122
916,6,106
917,5,577
918,6,127
919,6,114
920,6,121
921,5,116
922,4,718
923,5,190
924,5,137
925,5,170
926,4,1720
927,5,537
928,6,127
929,5,142
930,5,238
931,5,194
932,5,219
933,5,150
934,5,206
935,4,1002
936,5,172
937,5,168
938,5,137
939,5,178
940,5,112
941,4,306
942,4,2122
943,5,128
944,5,383
945,5,453
946,6,122
947,5,458
948,6,153
949,5,167
950,5,251
951,5,244
952,4,576
953,5,122
954,4,291
955,3,6510
956,4,908
957,5,220
958,5,240
959,5,131
