Kmeans ID,Depth,Used Time Since Start(us)
0,0,326886
1,1,380795
2,2,395402
3,3,398785
4,4,399226
5,4,399827
6,5,400067
7,4,400457
8,5,400600
9,4,401075
10,4,401429
11,5,401559
12,4,401859
13,4,402424
14,5,402575
15,4,402835
16,3,404938
17,4,405182
18,4,405723
19,5,405832
20,4,406139
21,4,406385
22,4,406565
23,4,406767
24,4,406883
25,4,407148
26,3,409402
27,4,409901
28,4,410132
29,4,410430
30,4,410667
31,4,411182
32,5,411339
33,4,411533
34,4,411768
35,3,413166
36,4,413332
37,4,413544
38,4,413677
39,4,413914
40,4,414113
41,4,414260
42,4,414486
43,3,415990
44,4,416274
45,4,416473
46,4,416760
47,4,416885
48,4,417328
49,3,419452
50,4,419795
51,4,420008
52,4,420142
53,4,420529
54,4,420669
55,4,420833
56,4,421131
57,4,421588
58,3,422558
59,4,422770
60,4,422886
61,4,423017
62,4,423188
63,4,423317
64,3,424316
65,4,424499
66,4,424677
67,4,424853
68,4,424988
69,2,440474
70,3,442480
71,4,443131
72,5,443336
73,5,443502
74,4,443669
75,4,444040
76,4,444336
77,4,444588
78,4,444712
79,4,444838
80,3,445913
81,4,446123
82,4,446247
83,4,446353
84,4,446546
85,4,446807
86,3,447828
87,4,448189
88,4,448368
89,4,448515
90,4,448662
91,3,450950
92,4,451553
93,5,451719
94,4,452016
95,4,452320
96,4,452431
97,4,452598
98,4,453238
99,5,453388
100,5,453515
101,5,453648
102,3,456572
103,4,457092
104,4,457825
105,5,457964
106,5,458090
107,5,458319
108,4,458427
109,4,458694
110,4,458960
111,4,459326
112,4,459886
113,5,459998
114,5,460119
115,5,460236
116,4,460373
117,3,462085
118,4,462280
119,4,462564
120,4,462831
121,4,462975
122,4,463233
123,4,463657
124,3,465636
125,4,466024
126,4,466394
127,5,466537
128,4,466728
129,4,466881
130,4,467004
131,4,467249
132,4,467519
133,4,467813
134,3,470392
135,4,470748
136,4,471348
137,5,471500
138,5,471642
139,4,472126
140,5,472236
141,5,472355
142,4,472664
143,4,472995
144,4,473218
145,4,473360
146,4,473524
147,2,476288
148,3,476519
149,3,476992
150,4,477161
151,4,477272
152,3,477508
153,3,477758
154,3,478092
155,3,478919
156,4,479149
157,4,479260
158,4,479438
159,4,479567
160,3,479932
161,2,485681
162,3,486719
163,4,486916
164,4,487111
165,4,487265
166,4,487393
167,4,487526
168,4,487640
169,3,488226
170,3,488803
171,4,488927
172,4,489039
173,3,489436
174,4,489576
175,3,490143
176,3,491078
177,4,491264
178,4,491460
179,4,491595
180,4,491713
181,3,492813
182,4,493028
183,4,493283
184,4,493428
185,4,493668
186,4,493808
187,3,494387
188,4,494612
189,4,494743
190,2,496589
191,3,497222
192,4,497339
193,4,497551
194,3,497918
195,3,498112
196,3,498312
197,3,498576
198,3,498744
199,2,504193
200,3,504534
201,3,505322
202,4,505442
203,4,505596
204,3,506390
205,4,506528
206,4,506713
207,4,506823
208,3,507481
209,4,507613
210,4,507786
211,3,508820
212,4,508971
213,4,509096
214,4,509204
215,4,509400
216,4,509639
217,3,510512
218,4,510728
219,4,510967
220,4,511115
221,4,511231
222,3,511852
223,4,512005
224,3,512437
225,4,512545
226,2,515328
227,3,515624
228,3,516118
229,3,516683
230,4,516801
231,3,517118
232,3,517469
233,3,517725
234,3,517958
235,3,518297
236,2,523052
237,3,524083
238,4,524220
239,4,524344
240,4,524577
241,4,524735
242,4,524889
243,4,525018
244,3,525516
245,4,525626
246,3,525884
247,3,526894
248,4,527117
249,4,527306
250,4,527457
251,4,527598
252,4,527710
253,3,528127
254,4,528254
255,3,528373
256,3,529343
257,4,529452
258,4,529646
259,4,529801
260,4,529972
261,4,530187
262,3,530712
263,1,577494
264,2,582025
265,3,582620
266,4,582748
267,4,582856
268,3,583716
269,4,583932
270,4,584131
271,4,584266
272,3,584753
273,4,584876
274,4,584992
275,3,585769
276,4,585906
277,4,586012
278,4,586146
279,3,586935
280,4,587085
281,4,587282
282,4,587473
283,3,587842
284,3,588160
285,3,588609
286,2,594326
287,3,595893
288,4,596141
289,4,596387
290,4,596741
291,4,597156
292,4,597283
293,4,597398
294,3,598795
295,4,599045
296,4,599225
297,4,599352
298,4,599567
299,4,599684
300,4,599986
301,4,600173
302,3,600638
303,4,600820
304,3,601272
305,3,601792
306,3,602006
307,3,603190
308,4,603468
309,4,603765
310,4,603873
311,4,604049
312,4,604176
313,2,610901
314,3,612093
315,4,612287
316,4,612426
317,4,612609
318,4,612718
319,4,612835
320,4,613039
321,4,613209
322,4,613319
323,3,613682
324,3,614047
325,3,614190
326,3,614465
327,3,616107
328,4,616415
329,4,616569
330,4,616873
331,4,617218
332,4,617608
333,5,617724
334,3,619552
335,4,620020
336,5,620153
337,5,620268
338,4,620419
339,4,620559
340,4,620746
341,4,621102
342,4,621387
343,4,621572
344,3,622555
345,4,622779
346,4,622912
347,4,623024
348,4,623202
349,4,623322
350,2,634783
351,3,635577
352,4,635795
353,4,635915
354,4,636027
355,4,636198
356,3,638815
357,4,639464
358,5,639618
359,5,639755
360,4,640135
361,5,640253
362,4,640428
363,4,640689
364,4,640808
365,4,641286
366,5,641419
367,5,641580
368,4,641837
369,4,642128
370,5,642237
371,3,643884
372,4,644165
373,4,644473
374,4,644663
375,4,644957
376,4,645106
377,4,645246
378,4,645401
379,4,645560
380,3,647446
381,4,647898
382,5,648016
383,4,648256
384,4,648481
385,4,648764
386,4,648957
387,4,649355
388,4,649469
389,3,650621
390,4,650845
391,4,651057
392,4,651188
393,4,651369
394,4,651621
395,3,653401
396,4,653686
397,4,653916
398,4,654155
399,4,654317
400,4,654562
401,4,654740
402,4,655129
403,3,656144
404,4,656288
405,4,656396
406,4,656504
407,4,656646
408,4,656780
409,4,656944
410,4,657099
411,3,657717
412,4,657825
413,4,657981
414,4,658142
415,2,660696
416,3,661203
417,4,661313
418,3,661720
419,3,661838
420,3,662123
421,3,662665
422,4,662829
423,3,663372
424,4,663483
425,2,668635
426,3,669284
427,4,669426
428,4,669587
429,3,670544
430,4,670724
431,4,670889
432,4,671033
433,4,671216
434,3,671912
435,4,672057
436,4,672192
437,3,672826
438,4,672983
439,4,673181
440,3,674002
441,4,674188
442,4,674329
443,4,674454
444,4,674620
445,3,675153
446,4,675287
447,3,675758
448,4,675893
449,4,676033
450,3,676462
451,4,676574
452,2,680580
453,3,681007
454,4,681153
455,4,681262
456,3,681914
457,4,682105
458,4,682264
459,4,682393
460,3,682965
461,4,683080
462,3,683615
463,4,683740
464,3,684096
465,4,684208
466,4,684318
467,3,684997
468,4,685152
469,4,685292
470,3,685548
471,3,686170
472,4,686315
473,4,686432
474,2,692787
475,3,693934
476,4,694188
477,4,694338
478,4,694534
479,4,694656
480,4,694959
481,3,695257
482,3,695688
483,3,697177
484,4,697384
485,4,697639
